No,No,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1682,2407,2008,1,4,5,1931,1925,2122,2100,WN,231,N402WN,171,155,144,22,6,ABQ,OAK,889,14,13,0,N,0,0,0,16,0,6
1685,2413,2008,1,4,5,1619,1525,1726,1640,WN,357,N690SW,67,75,56,46,54,ABQ,PHX,328,4,7,0,N,0,5,0,0,0,41
1687,2419,2008,1,4,5,1903,1825,2021,1945,WN,2871,N249WN,78,80,55,36,38,ABQ,PHX,328,7,16,0,N,0,0,0,19,0,17
1689,2422,2008,1,4,5,2000,1815,2048,1905,WN,574,N286WN,108,110,98,103,105,ABQ,SAN,628,4,6,0,N,0,0,0,0,0,103
1700,2452,2008,1,4,5,1638,1615,1737,1720,WN,1079,N395SW,59,65,50,17,23,AMA,DAL,324,2,7,0,N,0,13,0,0,0,4
1701,2455,2008,1,4,5,1721,1540,1735,1555,WN,510,N795SW,74,75,61,100,101,AMA,DEN,358,6,7,0,N,0,0,0,0,0,100
1702,2458,2008,1,4,5,713,700,913,855,WN,222,N635SW,120,115,103,18,13,AUS,BNA,756,3,14,0,N,0,0,13,5,0,0
1703,2459,2008,1,4,5,2118,1920,2304,2115,WN,330,N738CB,106,115,92,109,118,AUS,BNA,756,7,7,0,N,0,0,0,0,0,109
1704,2465,2008,1,4,5,1513,1450,1605,1545,WN,154,N376SW,52,55,39,20,23,AUS,DAL,189,2,11,0,N,0,0,0,0,0,20
1705,2470,2008,1,4,5,2110,2045,2157,2135,WN,1399,N527SW,47,50,38,22,25,AUS,DAL,189,3,6,0,N,0,8,0,0,0,14
1709,2483,2008,1,4,5,1948,1910,2030,1955,WN,555,N333SW,42,45,32,35,38,AUS,HOU,148,3,7,0,N,0,0,0,0,0,35
1711,2486,2008,1,4,5,2108,2025,2146,2110,WN,2529,N256WN,38,45,28,36,43,AUS,HOU,148,4,6,0,N,0,3,0,0,0,33
1712,2491,2008,1,4,5,1957,1925,2049,2030,WN,3862,N370SW,172,185,160,19,32,AUS,LAS,1090,4,8,0,N,0,2,0,0,0,17
1714,2498,2008,1,4,5,1818,1740,2038,2010,WN,870,N397SW,140,150,126,28,38,AUS,MDW,972,7,7,0,N,0,3,0,0,0,25
1716,2506,2008,1,4,5,1621,1535,1932,1850,WN,304,N646SW,131,135,116,42,46,AUS,TPA,928,6,9,0,N,0,9,0,0,0,33
1728,2533,2008,1,4,5,1731,1645,1922,1825,WN,764,N603SW,111,100,95,57,46,BHM,DAL,587,2,14,0,N,0,3,0,11,0,43
1730,2540,2008,1,4,5,1926,1850,2145,2120,WN,2382,N485WN,79,90,66,25,36,BHM,MCO,478,6,7,0,N,0,0,0,0,0,25
1733,2556,2008,1,4,5,1856,1835,2205,2145,WN,419,N732SW,129,130,117,20,21,BNA,BDL,852,4,8,0,N,0,2,0,0,0,18
1735,2558,2008,1,4,5,1625,1535,1708,1625,WN,764,N603SW,43,50,31,43,50,BNA,BHM,177,2,10,0,N,0,0,0,0,0,43
1737,2562,2008,1,4,5,1720,1705,2001,1945,WN,879,N468WN,101,100,80,16,15,BNA,BWI,588,11,10,0,N,0,0,0,1,0,15
1739,2564,2008,1,4,5,1957,1905,2224,2140,WN,1324,N746SW,87,95,76,44,52,BNA,BWI,588,3,8,0,N,0,3,0,0,0,41
1741,2570,2008,1,4,5,1955,1905,2202,2115,WN,1668,N258WN,67,70,53,47,50,BNA,CMH,338,3,11,0,N,0,47,0,0,0,0
1748,2585,2008,1,4,5,2056,2030,2312,2250,WN,891,N213WN,76,80,61,22,26,BNA,JAX,484,4,11,0,N,0,0,0,0,0,22
1750,2589,2008,1,4,5,2031,2005,2233,2215,WN,2194,N228WN,242,250,231,18,26,BNA,LAS,1588,4,7,0,N,0,18,0,0,0,0
1751,2591,2008,1,4,5,821,755,1110,1035,WN,92,N796SW,289,280,274,35,26,BNA,LAX,1797,7,8,0,N,0,0,0,9,0,26
1752,2593,2008,1,4,5,1821,1815,2129,2100,WN,2437,N499WN,308,285,271,29,6,BNA,LAX,1797,25,12,0,N,0,6,0,23,0,0
1754,2600,2008,1,4,5,2233,2030,103,2310,WN,2032,N551WN,90,100,76,113,123,BNA,MCO,616,3,11,0,N,0,0,0,0,0,113
1757,2608,2008,1,4,5,1811,1640,1940,1805,WN,2804,N765SW,89,85,74,95,91,BNA,MDW,395,7,8,0,N,0,0,0,4,0,91
1758,2610,2008,1,4,5,954,920,1113,1045,WN,3676,N520SW,79,85,68,28,34,BNA,MDW,395,4,7,0,N,0,19,0,0,0,9
1761,2615,2008,1,4,5,1545,1525,1812,1755,WN,145,N236WN,267,270,253,17,20,BNA,ONT,1751,6,8,0,N,0,17,0,0,0,0
1762,2620,2008,1,4,5,723,715,1034,1015,WN,1580,N400WN,251,240,237,19,8,BNA,PHX,1448,6,8,0,N,0,8,0,11,0,0
1764,2625,2008,1,4,5,1825,1800,2041,2020,WN,882,N214WN,76,80,64,21,25,BNA,RDU,443,4,8,0,N,0,0,0,0,0,21
1765,2626,2008,1,4,5,1958,1940,2216,2200,WN,1262,N448WN,78,80,66,16,18,BNA,RDU,443,3,9,0,N,0,11,0,0,0,5
1768,2634,2008,1,4,5,2129,2040,2,2320,WN,179,N796SW,93,100,78,42,49,BNA,TPA,612,4,11,0,N,0,0,0,0,0,42
1770,2639,2008,1,4,5,2133,2040,2126,2040,WN,239,N636WN,53,60,41,46,53,BOI,GEG,287,4,8,0,N,0,0,0,0,0,46
1771,2641,2008,1,4,5,1722,1640,1716,1640,WN,3589,N392SW,54,60,45,36,42,BOI,GEG,287,3,6,0,N,0,0,0,0,0,36
1773,2643,2008,1,4,5,1847,1835,1934,1915,WN,2991,N686SW,107,100,89,19,12,BOI,LAS,520,12,6,0,N,0,0,0,7,0,12
1774,2644,2008,1,4,5,1550,1535,1646,1620,WN,318,N229WN,116,105,104,26,15,BOI,OAK,511,5,7,0,N,0,5,0,11,0,10
1775,2647,2008,1,4,5,2003,1845,2014,1900,WN,538,N358SW,71,75,59,74,78,BOI,PDX,344,5,7,0,N,0,10,0,0,0,64
1780,2661,2008,1,4,5,1133,1110,1233,1215,WN,503,N354SW,60,65,50,18,23,BUF,BWI,281,3,7,0,N,0,10,0,0,0,8
1781,2664,2008,1,4,5,1617,1540,1717,1645,WN,1828,N661SW,60,65,49,32,37,BUF,BWI,281,3,8,0,N,0,10,0,0,0,22
1782,2665,2008,1,4,5,1129,1100,1329,1310,WN,127,N434WN,300,310,287,19,29,BUF,LAS,1987,5,8,0,N,0,5,0,0,0,14
1792,2675,2008,1,4,5,1821,1630,1912,1735,WN,504,N600WN,51,65,40,97,111,BUR,LAS,223,2,9,0,N,0,0,0,5,0,92
1794,2678,2008,1,4,5,1139,1100,1240,1205,WN,1171,N690SW,61,65,43,35,39,BUR,LAS,223,8,10,0,N,0,4,0,0,0,31
1795,2679,2008,1,4,5,1228,1215,1336,1320,WN,1660,N355SW,68,65,46,16,13,BUR,LAS,223,13,9,0,N,0,13,0,3,0,0
1797,2681,2008,1,4,5,1505,1420,1615,1525,WN,1925,N522SW,70,65,41,50,45,BUR,LAS,223,5,24,0,N,0,44,0,5,0,1
1798,2682,2008,1,4,5,1502,1305,1611,1410,WN,2032,N551WN,69,65,44,121,117,BUR,LAS,223,5,20,0,N,0,0,5,4,0,112
1800,2684,2008,1,4,5,1840,1745,1941,1845,WN,2457,N427WN,61,60,37,56,55,BUR,LAS,223,15,9,0,N,0,0,0,1,0,55
1801,2685,2008,1,4,5,2148,2105,2302,2210,WN,2540,N310SW,74,65,44,52,43,BUR,LAS,223,4,26,0,N,0,0,4,9,0,39
1802,2686,2008,1,4,5,1942,1915,2039,2015,WN,2550,N774SW,57,60,43,24,27,BUR,LAS,223,4,10,0,N,0,3,0,0,0,21
1803,2688,2008,1,4,5,1443,1425,1602,1535,WN,10,N693SW,79,70,59,27,18,BUR,OAK,325,5,15,0,N,0,11,0,9,0,7
1804,2689,2008,1,4,5,2200,2140,2318,2250,WN,219,N238WN,78,70,55,28,20,BUR,OAK,325,5,18,0,N,0,0,0,8,0,20
1805,2690,2008,1,4,5,1956,1930,2108,2045,WN,391,N484WN,72,75,56,23,26,BUR,OAK,325,6,10,0,N,0,0,0,0,0,23
1806,2692,2008,1,4,5,816,810,946,925,WN,670,N683SW,90,75,77,21,6,BUR,OAK,325,5,8,0,N,0,6,0,15,0,0
1807,2693,2008,1,4,5,1354,1125,1519,1235,WN,682,N729SW,85,70,59,164,149,BUR,OAK,325,13,13,0,N,0,0,81,15,0,68
1808,2694,2008,1,4,5,1501,1355,1637,1505,WN,850,N639SW,96,70,57,92,66,BUR,OAK,325,22,17,0,N,0,0,0,36,0,56
1809,2696,2008,1,4,5,1714,1520,1827,1635,WN,1132,N346SW,73,75,55,112,114,BUR,OAK,325,6,12,0,N,0,0,0,0,0,112
1810,2697,2008,1,4,5,2106,2030,2214,2140,WN,1246,N613SW,68,70,55,34,36,BUR,OAK,325,4,9,0,N,0,0,0,0,0,34
1811,2698,2008,1,4,5,1751,1720,1907,1835,WN,1339,N447WN,76,75,60,32,31,BUR,OAK,325,7,9,0,N,0,0,0,1,0,31
1812,2699,2008,1,4,5,1710,1650,1830,1805,WN,1398,N658SW,80,75,54,25,20,BUR,OAK,325,5,21,0,N,0,0,0,5,0,20
1813,2700,2008,1,4,5,1910,1900,2036,2015,WN,1587,N740SW,86,75,55,21,10,BUR,OAK,325,21,10,0,N,0,1,0,11,0,9
1814,2701,2008,1,4,5,1817,1750,1938,1905,WN,2182,N477WN,81,75,57,33,27,BUR,OAK,325,12,12,0,N,0,0,0,6,0,27
1815,2706,2008,1,4,5,2126,2115,2350,2330,WN,325,N236WN,84,75,52,20,11,BUR,PHX,369,19,13,0,N,0,0,0,9,0,11
1816,2707,2008,1,4,5,2108,2020,2326,2240,WN,444,N690SW,78,80,64,46,48,BUR,PHX,369,5,9,0,N,0,0,0,0,0,46
1817,2708,2008,1,4,5,1650,1610,1906,1835,WN,481,N779SW,76,85,61,31,40,BUR,PHX,369,6,9,0,N,0,0,4,0,0,27
1818,2709,2008,1,4,5,1343,1300,1600,1525,WN,891,N213WN,77,85,62,35,43,BUR,PHX,369,3,12,0,N,0,10,0,0,0,25
1820,2711,2008,1,4,5,1851,1830,2110,2055,WN,980,N282WN,79,85,63,15,21,BUR,PHX,369,6,10,0,N,0,0,4,0,0,11
1821,2713,2008,1,4,5,1450,1345,1701,1605,WN,2614,N368SW,71,80,55,56,65,BUR,PHX,369,6,10,0,N,0,40,0,0,0,16
1822,2714,2008,1,4,5,800,700,1014,925,WN,2787,N601WN,74,85,63,49,60,BUR,PHX,369,6,5,0,N,0,49,0,0,0,0
1823,2715,2008,1,4,5,1939,1915,2042,2020,WN,921,N254WN,63,65,51,22,24,BUR,SJC,296,4,8,0,N,0,7,0,0,0,15
1824,2716,2008,1,4,5,2013,1830,2125,1935,WN,1306,N346SW,72,65,57,110,103,BUR,SJC,296,9,6,0,N,0,0,0,7,0,103
1826,2719,2008,1,4,5,2133,2055,2237,2200,WN,2871,N249WN,64,65,49,37,38,BUR,SJC,296,5,10,0,N,0,0,0,0,0,37
1827,2720,2008,1,4,5,1428,1345,1531,1450,WN,2874,N601WN,63,65,51,41,43,BUR,SJC,296,3,9,0,N,0,1,0,0,0,40
1828,2721,2008,1,4,5,1630,1615,1743,1720,WN,3237,N756SA,73,65,54,23,15,BUR,SJC,296,8,11,0,N,0,0,0,8,0,15
1829,2722,2008,1,4,5,1254,1040,1417,1145,WN,3426,N348SW,83,65,70,152,134,BUR,SJC,296,4,9,0,N,0,0,0,18,0,134
1830,2725,2008,1,4,5,2025,1940,2135,2055,WN,148,N411WN,70,75,59,40,45,BUR,SMF,358,4,7,0,N,0,0,4,0,0,36
1832,2727,2008,1,4,5,2116,2055,2241,2210,WN,333,N705SW,85,75,63,31,21,BUR,SMF,358,5,17,0,N,0,0,0,10,0,21
1833,2728,2008,1,4,5,1651,1630,1809,1745,WN,734,N366SW,78,75,58,24,21,BUR,SMF,358,3,17,0,N,0,0,0,3,0,21
1834,2729,2008,1,4,5,1214,1145,1359,1300,WN,957,N504SW,105,75,63,59,29,BUR,SMF,358,27,15,0,N,0,0,5,30,0,24
1835,2731,2008,1,4,5,1353,1215,1510,1330,WN,1586,N346SW,77,75,60,100,98,BUR,SMF,358,4,13,0,N,0,0,78,2,0,20
1836,2732,2008,1,4,5,1841,1800,1954,1915,WN,2284,N222WN,73,75,58,39,41,BUR,SMF,358,5,10,0,N,0,3,0,0,0,36
1837,2733,2008,1,4,5,1533,1435,1645,1550,WN,2370,N427WN,72,75,57,55,58,BUR,SMF,358,5,10,0,N,0,4,0,0,0,51
1838,2734,2008,1,4,5,1202,1040,1351,1155,WN,2699,N227WN,109,75,75,116,82,BUR,SMF,358,21,13,0,N,0,0,72,34,0,10
1846,2758,2008,1,4,5,710,630,757,730,WN,92,N796SW,107,120,86,27,40,BWI,BNA,588,4,17,0,N,0,27,0,0,0,0
1848,2766,2008,1,4,5,947,925,1051,1030,WN,127,N434WN,64,65,53,21,22,BWI,BUF,281,2,9,0,N,0,0,0,6,0,15
1855,2784,2008,1,4,5,1857,1815,2051,2025,WN,3331,N450WN,234,250,217,26,42,BWI,DEN,1491,8,9,0,N,0,13,0,0,0,13
1864,2805,2008,1,4,5,2022,1955,2113,2055,WN,1678,N900WN,51,60,40,18,27,BWI,ISP,220,3,8,0,N,0,0,0,0,0,18
1874,2841,2008,1,4,5,836,825,958,940,WN,726,N350SW,82,75,63,18,11,BWI,MHT,377,5,14,0,N,0,0,0,7,0,11
1875,2842,2008,1,4,5,1012,950,1125,1105,WN,889,N789SW,73,75,62,20,22,BWI,MHT,377,5,6,0,N,0,2,0,0,0,18
1883,2853,2008,1,4,5,1747,1715,1832,1805,WN,1828,N661SW,45,50,30,27,32,BWI,ORF,159,4,11,0,N,0,0,0,0,0,27
1891,2869,2008,1,4,5,1955,1855,2101,2005,WN,394,N400WN,66,70,52,56,60,BWI,PVD,328,5,9,0,N,0,0,0,0,0,56
1892,2871,2008,1,4,5,2147,2040,2252,2145,WN,505,N223WN,65,65,53,67,67,BWI,PVD,328,6,6,0,N,0,4,0,0,0,63
1895,2880,2008,1,4,5,2134,2110,2231,2215,WN,1154,N648SW,57,65,43,16,24,BWI,RDU,255,6,8,0,N,0,16,0,0,0,0
1896,2881,2008,1,4,5,1203,1125,1301,1230,WN,1414,N689SW,58,65,44,31,38,BWI,RDU,255,3,11,0,N,0,1,0,0,0,30
1903,2895,2008,1,4,5,900,840,1159,1140,WN,3141,N204WN,299,300,288,19,20,BWI,SLC,1864,2,9,0,N,0,19,0,0,0,0
1920,2942,2008,1,4,5,1939,1920,1947,1930,WN,556,N210WN,68,70,52,17,19,CMH,MDW,284,6,10,0,N,0,0,0,0,0,17
1921,2943,2008,1,4,5,2058,2035,2101,2040,WN,1143,N724SW,63,65,51,21,23,CMH,MDW,284,6,6,0,N,0,21,0,0,0,0
1922,2959,2008,1,4,5,1751,1740,1853,1830,WN,52,N511SW,62,50,36,23,11,CRP,HOU,187,2,24,0,N,0,0,0,16,0,7
1924,2963,2008,1,4,5,1855,1700,1938,1750,WN,574,N286WN,103,110,90,108,115,DAL,ABQ,580,6,7,0,N,0,4,0,0,0,104
1927,2968,2008,1,4,5,1941,1855,2028,1945,WN,2027,N382SW,107,110,94,43,46,DAL,ABQ,580,6,7,0,N,0,20,0,0,0,23
1928,2971,2008,1,4,5,1552,1410,1702,1520,WN,510,N795SW,70,70,55,102,102,DAL,AMA,324,5,10,0,N,0,3,0,0,0,99
1929,2984,2008,1,4,5,1950,1935,2041,2025,WN,1312,N527SW,51,50,37,16,15,DAL,AUS,189,4,10,0,N,0,15,0,1,0,0
1930,2986,2008,1,4,5,1842,1810,1929,1900,WN,1760,N370SW,47,50,33,29,32,DAL,AUS,189,5,9,0,N,0,0,0,0,0,29
1931,2989,2008,1,4,5,2032,2005,2118,2055,WN,2969,N360SW,46,50,33,23,27,DAL,AUS,189,4,9,0,N,0,3,0,0,0,20
1932,2993,2008,1,4,5,1747,1650,1909,1830,WN,2382,N485WN,82,100,72,39,57,DAL,BHM,587,2,8,0,N,0,1,0,0,0,38
1933,2995,2008,1,4,5,2030,1950,2112,2035,WN,50,N521SW,102,105,92,37,40,DAL,ELP,562,3,7,0,N,0,0,0,0,0,37
1938,3014,2008,1,4,5,1506,1430,1607,1530,WN,33,N521SW,61,60,44,37,36,DAL,HOU,239,3,14,0,N,0,0,0,1,0,36
1943,3022,2008,1,4,5,1856,1830,1955,1930,WN,49,N647SW,59,60,42,25,26,DAL,HOU,239,2,15,0,N,0,8,0,0,0,17
1944,3023,2008,1,4,5,1942,1900,2039,2000,WN,51,N744SW,57,60,47,39,42,DAL,HOU,239,3,7,0,N,0,0,0,0,0,39
1945,3027,2008,1,4,5,2124,2100,2218,2200,WN,59,N520SW,54,60,45,18,24,DAL,HOU,239,3,6,0,N,0,0,0,0,0,18
1952,3047,2008,1,4,5,1339,1315,1448,1425,WN,24,N519SW,69,70,55,23,24,DAL,MAF,319,2,12,0,N,0,13,0,0,0,10
1954,3049,2008,1,4,5,1702,1555,1811,1705,WN,317,N629SW,69,70,56,66,67,DAL,MAF,319,3,10,0,N,0,5,0,0,0,61
1956,3053,2008,1,4,5,1947,1915,2106,2040,WN,48,N656SW,79,85,68,26,32,DAL,MCI,461,5,6,0,N,0,8,0,0,0,18
1957,3055,2008,1,4,5,1638,1615,1804,1740,WN,154,N376SW,86,85,72,24,23,DAL,MCI,461,4,10,0,N,0,3,0,1,0,20
1959,3059,2008,1,4,5,2039,2015,2147,2130,WN,688,N511SW,68,75,57,17,24,DAL,MSY,437,3,8,0,N,0,3,0,0,0,14
1961,3062,2008,1,4,5,1859,1835,2017,1950,WN,2624,N683SW,78,75,60,27,24,DAL,MSY,437,3,15,0,N,0,0,0,3,0,24
